C/A,UNIT,SCP,STATION, LINENAME, DIVISION, DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A041,R086,00-00-00,PRINCE ST,NRW,BMT,06/02/2017,04:00:00,REGULAR,0010505293,0003898332                                            
A041,R086,00-00-00,PRINCE ST,NRW,BMT,06/02/2017,08:00:00,REGULAR,0010505322,0003898394                                            
A041,R086,00-00-00,PRINCE ST,NRW,BMT,06/02/2017,12:00:00,REGULAR,0010505550,0003898671                                            
A041,R086,00-00-00,PRINCE ST,NRW,BMT,06/02/2017,16:00:00,REGULAR,0010506160,0003898958                                            
A041,R086,00-00-00,PRINCE ST,NRW,BMT,06/02/2017,20:00:00,REGULAR,0010507218,0003899236                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/27/2017,00:00:00,REGULAR,0012208746,0003317928                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/27/2017,04:00:00,REGULAR,0012208785,0003317934                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/27/2017,08:00:00,REGULAR,0012208798,0003317950                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/27/2017,12:00:00,REGULAR,0012208912,0003318067                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/27/2017,16:00:00,REGULAR,0012209377,0003318376                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/27/2017,20:00:00,REGULAR,0012210137,0003318599                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/28/2017,00:00:00,REGULAR,0012210534,0003318655                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/28/2017,04:00:00,REGULAR,0012210574,0003318661                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/28/2017,08:00:00,REGULAR,0012210584,0003318672                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/28/2017,12:00:00,REGULAR,0012210666,0003318776                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/28/2017,16:00:00,REGULAR,0012211058,0003319045                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/28/2017,20:00:00,REGULAR,0012211703,0003319278                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/29/2017,00:00:00,REGULAR,0012212025,0003319323                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/29/2017,04:00:00,REGULAR,0012212056,0003319332                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/29/2017,08:00:00,REGULAR,0012212068,0003319349                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/29/2017,12:00:00,REGULAR,0012212161,0003319439                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/29/2017,16:00:00,REGULAR,0012212514,0003319584                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/29/2017,20:00:00,REGULAR,0012213073,0003319719                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/30/2017,00:00:00,REGULAR,0012213278,0003319743                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/30/2017,04:00:00,REGULAR,0012213288,0003319748                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/30/2017,08:00:00,REGULAR,0012213317,0003319798                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/30/2017,12:00:00,REGULAR,0012213569,0003319951                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/30/2017,16:00:00,REGULAR,0012214063,0003320138                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/30/2017,20:00:00,REGULAR,0012215074,0003320335                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/31/2017,00:00:00,REGULAR,0012215419,0003320356                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/31/2017,04:00:00,REGULAR,0012215450,0003320363                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/31/2017,08:00:00,REGULAR,0012215482,0003320412                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/31/2017,12:00:00,REGULAR,0012215765,0003320622                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/31/2017,16:00:00,REGULAR,0012216280,0003320747                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,05/31/2017,20:00:00,REGULAR,0012217295,0003321009                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/01/2017,00:00:00,REGULAR,0012217690,0003321043                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/01/2017,04:00:00,REGULAR,0012217725,0003321050                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/01/2017,08:00:00,REGULAR,0012217766,0003321088                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/01/2017,12:00:00,REGULAR,0012218040,0003321317                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/01/2017,16:00:00,REGULAR,0012218584,0003321459                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/01/2017,20:00:00,REGULAR,0012219606,0003321657                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/02/2017,00:00:00,REGULAR,0012220013,0003321690                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/02/2017,04:00:00,REGULAR,0012220041,0003321698                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/02/2017,08:00:00,REGULAR,0012220071,0003321748                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/02/2017,12:00:00,REGULAR,0012220313,0003321919                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/02/2017,16:00:00,REGULAR,0012220949,0003322076                                            
A041,R086,00-00-01,PRINCE ST,NRW,BMT,06/02/2017,20:00:00,REGULAR,0012221951,0003322273                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/27/2017,00:00:00,REGULAR,0012298967,0003307836                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/27/2017,04:00:00,REGULAR,0012299027,0003307843                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/27/2017,08:00:00,REGULAR,0012299040,0003307863                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/27/2017,12:00:00,REGULAR,0012299150,0003307972                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/27/2017,16:00:00,REGULAR,0012299616,0003308253                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/27/2017,20:00:00,REGULAR,0012300392,0003308434                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/28/2017,00:00:00,REGULAR,0012300725,0003308502                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/28/2017,04:00:00,REGULAR,0012300781,0003308516                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/28/2017,08:00:00,REGULAR,0012300788,0003308528                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/28/2017,12:00:00,REGULAR,0012300871,0003308650                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/28/2017,16:00:00,REGULAR,0012301293,0003308917                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/28/2017,20:00:00,REGULAR,0012302033,0003309079                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/29/2017,00:00:00,REGULAR,0012302317,0003309117                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/29/2017,04:00:00,REGULAR,0012302346,0003309126                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/29/2017,08:00:00,REGULAR,0012302358,0003309152                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/29/2017,12:00:00,REGULAR,0012302445,0003309266                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/29/2017,16:00:00,REGULAR,0012302800,0003309452                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/29/2017,20:00:00,REGULAR,0012303323,0003309609                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/30/2017,00:00:00,REGULAR,0012303530,0003309634                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/30/2017,04:00:00,REGULAR,0012303539,0003309641                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/30/2017,08:00:00,REGULAR,0012303570,0003309682                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/30/2017,12:00:00,REGULAR,0012303794,0003309893                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/30/2017,16:00:00,REGULAR,0012304298,0003310098                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/30/2017,20:00:00,REGULAR,0012305287,0003310288                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/31/2017,00:00:00,REGULAR,0012305626,0003310318                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/31/2017,04:00:00,REGULAR,0012305651,0003310325                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/31/2017,08:00:00,REGULAR,0012305681,0003310365                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/31/2017,12:00:00,REGULAR,0012305913,0003310567                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/31/2017,16:00:00,REGULAR,0012306386,0003310734                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,05/31/2017,20:00:00,REGULAR,0012307367,0003311020                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/01/2017,00:00:00,REGULAR,0012307778,0003311061                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/01/2017,04:00:00,REGULAR,0012307813,0003311067                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/01/2017,08:00:00,REGULAR,0012307850,0003311103                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/01/2017,12:00:00,REGULAR,0012308110,0003311317                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/01/2017,16:00:00,REGULAR,0012308656,0003311494                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/01/2017,20:00:00,REGULAR,0012309649,0003311719                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/02/2017,00:00:00,REGULAR,0012310037,0003311755                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/02/2017,04:00:00,REGULAR,0012310080,0003311761                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/02/2017,08:00:00,REGULAR,0012310107,0003311806                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/02/2017,12:00:00,REGULAR,0012310323,0003311998                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/02/2017,16:00:00,REGULAR,0012310938,0003312190                                            
A041,R086,00-00-02,PRINCE ST,NRW,BMT,06/02/2017,20:00:00,REGULAR,0012311856,0003312465                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/27/2017,00:00:00,REGULAR,0011600181,0004895395                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/27/2017,04:00:00,REGULAR,0011600239,0004895412                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/27/2017,08:00:00,REGULAR,0011600246,0004895438                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/27/2017,12:00:00,REGULAR,0011600350,0004895641                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/27/2017,16:00:00,REGULAR,0011600756,0004895996                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/27/2017,20:00:00,REGULAR,0011601420,0004896223                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/28/2017,00:00:00,REGULAR,0011601733,0004896291                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/28/2017,04:00:00,REGULAR,0011601795,0004896306                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/28/2017,08:00:00,REGULAR,0011601807,0004896316                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/28/2017,12:00:00,REGULAR,0011601881,0004896485                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/28/2017,16:00:00,REGULAR,0011602294,0004896796                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/28/2017,20:00:00,REGULAR,0011602980,0004896999                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/29/2017,00:00:00,REGULAR,0011603214,0004897059                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/29/2017,04:00:00,REGULAR,0011603237,0004897075                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/29/2017,08:00:00,REGULAR,0011603240,0004897112                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/29/2017,12:00:00,REGULAR,0011603304,0004897291                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/29/2017,16:00:00,REGULAR,0011603622,0004897577                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/29/2017,20:00:00,REGULAR,0011604110,0004897795                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/30/2017,00:00:00,REGULAR,0011604275,0004897840                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/30/2017,04:00:00,REGULAR,0011604286,0004897853                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/30/2017,08:00:00,REGULAR,0011604306,0004897900                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/30/2017,12:00:00,REGULAR,0011604488,0004898214                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/30/2017,16:00:00,REGULAR,0011604949,0004898496                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/30/2017,20:00:00,REGULAR,0011605828,0004898811                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/31/2017,00:00:00,REGULAR,0011606137,0004898841                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/31/2017,04:00:00,REGULAR,0011606164,0004898853                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/31/2017,08:00:00,REGULAR,0011606182,0004898912                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/31/2017,12:00:00,REGULAR,0011606421,0004899214                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/31/2017,16:00:00,REGULAR,0011606823,0004899445                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,05/31/2017,20:00:00,REGULAR,0011607740,0004899797                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/01/2017,00:00:00,REGULAR,0011608083,0004899835                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/01/2017,04:00:00,REGULAR,0011608116,0004899839                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/01/2017,08:00:00,REGULAR,0011608154,0004899887                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/01/2017,12:00:00,REGULAR,0011608357,0004900219                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/01/2017,16:00:00,REGULAR,0011608785,0004900436                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/01/2017,20:00:00,REGULAR,0011609651,0004900797                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/02/2017,00:00:00,REGULAR,0011610017,0004900841                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/02/2017,04:00:00,REGULAR,0011610057,0004900851                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/02/2017,08:00:00,REGULAR,0011610084,0004900901                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/02/2017,12:00:00,REGULAR,0011610321,0004901137                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/02/2017,16:00:00,REGULAR,0011610842,0004901439                                            
A041,R086,00-00-03,PRINCE ST,NRW,BMT,06/02/2017,20:00:00,REGULAR,0011611717,0004901762                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/27/2017,00:00:00,REGULAR,0007681482,0004089960                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/27/2017,04:00:00,REGULAR,0007681531,0004089975                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/27/2017,08:00:00,REGULAR,0007681541,0004090021                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/27/2017,12:00:00,REGULAR,0007681641,0004090321                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/27/2017,16:00:00,REGULAR,0007682073,0004090690                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/27/2017,20:00:00,REGULAR,0007682720,0004090944                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/28/2017,00:00:00,REGULAR,0007683034,0004091017                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/28/2017,04:00:00,REGULAR,0007683071,0004091030                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/28/2017,08:00:00,REGULAR,0007683080,0004091073                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/28/2017,12:00:00,REGULAR,0007683152,0004091304                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/28/2017,16:00:00,REGULAR,0007683540,0004091640                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/28/2017,20:00:00,REGULAR,0007684243,0004091912                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/29/2017,00:00:00,REGULAR,0007684461,0004092002                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/29/2017,04:00:00,REGULAR,0007684481,0004092020                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/29/2017,08:00:00,REGULAR,0007684483,0004092048                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/29/2017,12:00:00,REGULAR,0007684554,0004092274                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/29/2017,16:00:00,REGULAR,0007684840,0004092608                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/29/2017,20:00:00,REGULAR,0007685283,0004092849                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/30/2017,00:00:00,REGULAR,0007685421,0004092917                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/30/2017,04:00:00,REGULAR,0007685427,0004092926                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/30/2017,08:00:00,REGULAR,0007685452,0004093013                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/30/2017,12:00:00,REGULAR,0007685678,0004093342                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/30/2017,16:00:00,REGULAR,0007686136,0004093615                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/30/2017,20:00:00,REGULAR,0007687059,0004093983                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/31/2017,00:00:00,REGULAR,0007687356,0004094020                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/31/2017,04:00:00,REGULAR,0007687372,0004094025                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/31/2017,08:00:00,REGULAR,0007687396,0004094095                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/31/2017,12:00:00,REGULAR,0007687610,0004094522                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/31/2017,16:00:00,REGULAR,0007688035,0004094793                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,05/31/2017,20:00:00,REGULAR,0007688959,0004095197                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/01/2017,00:00:00,REGULAR,0007689297,0004095259                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/01/2017,04:00:00,REGULAR,0007689330,0004095267                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/01/2017,08:00:00,REGULAR,0007689358,0004095354                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/01/2017,12:00:00,REGULAR,0007689588,0004095809                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/01/2017,16:00:00,REGULAR,0007690037,0004096096                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/01/2017,20:00:00,REGULAR,0007690926,0004096546                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/02/2017,00:00:00,REGULAR,0007691286,0004096601                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/02/2017,04:00:00,REGULAR,0007691320,0004096621                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/02/2017,08:00:00,REGULAR,0007691342,0004096704                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/02/2017,12:00:00,REGULAR,0007691559,0004097049                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/02/2017,16:00:00,REGULAR,0007692078,0004097376                                            
A041,R086,00-00-04,PRINCE ST,NRW,BMT,06/02/2017,20:00:00,REGULAR,0007692996,0004097767                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/27/2017,00:00:00,REGULAR,0000967698,0006605174                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/27/2017,04:00:00,REGULAR,0000967727,0006605219                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/27/2017,08:00:00,REGULAR,0000967732,0006605279                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/27/2017,12:00:00,REGULAR,0000967749,0006605823                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/27/2017,16:00:00,REGULAR,0000967857,0006606734                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/27/2017,20:00:00,REGULAR,0000968021,0006607581                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/28/2017,00:00:00,REGULAR,0000968104,0006607825                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/28/2017,04:00:00,REGULAR,0000968135,0006607857                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/28/2017,08:00:00,REGULAR,0000968143,0006607896                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/28/2017,12:00:00,REGULAR,0000968163,0006608303                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/28/2017,16:00:00,REGULAR,0000968256,0006609141                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/28/2017,20:00:00,REGULAR,0000968420,0006609826                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/29/2017,00:00:00,REGULAR,0000968477,0006610021                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/29/2017,04:00:00,REGULAR,0000968492,0006610050                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/29/2017,08:00:00,REGULAR,0000968495,0006610095                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/29/2017,12:00:00,REGULAR,0000968506,0006610491                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/29/2017,16:00:00,REGULAR,0000968558,0006611104                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/29/2017,20:00:00,REGULAR,0000968692,0006611644                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/30/2017,00:00:00,REGULAR,0000968732,0006611742                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/30/2017,04:00:00,REGULAR,0000968736,0006611762                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/30/2017,08:00:00,REGULAR,0000968743,0006611919                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/30/2017,12:00:00,REGULAR,0000968813,0006612884                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/30/2017,16:00:00,REGULAR,0000968928,0006613558                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/30/2017,20:00:00,REGULAR,0000969178,0006614410                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/31/2017,00:00:00,REGULAR,0000969243,0006614574                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/31/2017,04:00:00,REGULAR,0000969261,0006614591                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/31/2017,08:00:00,REGULAR,0000969267,0006614759                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/31/2017,12:00:00,REGULAR,0000969322,0006615717                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/31/2017,16:00:00,REGULAR,0000969408,0006616400                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,05/31/2017,20:00:00,REGULAR,0000969638,0006617238                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/01/2017,00:00:00,REGULAR,0000969732,0006617446                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/01/2017,04:00:00,REGULAR,0000969751,0006617464                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/01/2017,08:00:00,REGULAR,0000969761,0006617616                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/01/2017,12:00:00,REGULAR,0000969808,0006618600                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/01/2017,16:00:00,REGULAR,0000969920,0006619395                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/01/2017,20:00:00,REGULAR,0000970155,0006620343                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/02/2017,00:00:00,REGULAR,0000970251,0006620560                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/02/2017,04:00:00,REGULAR,0000970282,0006620575                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/02/2017,08:00:00,REGULAR,0000970290,0006620737                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/02/2017,12:00:00,REGULAR,0000970331,0006621694                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/02/2017,16:00:00,REGULAR,0000970463,0006622496                                            
A042,R086,01-00-00,PRINCE ST,NRW,BMT,06/02/2017,20:00:00,REGULAR,0000970743,0006623440                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/27/2017,00:00:00,REGULAR,0001491821,0004385292                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/27/2017,04:00:00,REGULAR,0001491870,0004385346                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/27/2017,08:00:00,REGULAR,0001491883,0004385409                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/27/2017,12:00:00,REGULAR,0001491927,0004385838                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/27/2017,16:00:00,REGULAR,0001492101,0004386536                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/27/2017,20:00:00,REGULAR,0001492399,0004387155                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/28/2017,00:00:00,REGULAR,0001492518,0004387375                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/28/2017,04:00:00,REGULAR,0001492558,0004387416                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/28/2017,08:00:00,REGULAR,0001492571,0004387445                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/28/2017,12:00:00,REGULAR,0001492611,0004387729                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/28/2017,16:00:00,REGULAR,0001492762,0004388355                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/28/2017,20:00:00,REGULAR,0001493018,0004388925                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/29/2017,00:00:00,REGULAR,0001493126,0004389097                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/29/2017,04:00:00,REGULAR,0001493154,0004389127                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/29/2017,08:00:00,REGULAR,0001493157,0004389163                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/29/2017,12:00:00,REGULAR,0001493196,0004389425                                            
A042,R086,01-00-01,PRINCE ST,NRW,BMT,05/29/2017,16:00:00,REGULAR,0001493319,0004389930                                            
