C/A,UNIT,SCP,STATION, LINENAME, DIVISION, DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,13:00:00,REGULAR,0000032762,0000106698                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,17:00:00,REGULAR,0000032821,0000106875                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,21:00:00,REGULAR,0000032888,0000107010                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,01:00:00,REGULAR,0000032916,0000107055                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,05:00:00,REGULAR,0000032923,0000107061                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,09:00:00,REGULAR,0000032933,0000107098                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,13:00:00,REGULAR,0000032958,0000107193                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,17:00:00,REGULAR,0000033028,0000107349                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,21:00:00,REGULAR,0000033083,0000107475                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,01:00:00,REGULAR,0000033114,0000107519                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,05:00:00,REGULAR,0000033119,0000107525                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,09:00:00,REGULAR,0000033184,0000108188                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,13:00:00,REGULAR,0000033318,0000108878                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,17:00:00,REGULAR,0000033633,0000109528                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,21:00:00,REGULAR,0000033895,0000110375                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,01:00:00,REGULAR,0000033962,0000110442                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,05:00:00,REGULAR,0000033968,0000110444                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,09:00:00,REGULAR,0000034026,0000111187                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,13:00:00,REGULAR,0000034209,0000111896                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,17:00:00,REGULAR,0000034494,0000112563                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,21:00:00,REGULAR,0000034757,0000113350                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,01:00:00,REGULAR,0000034843,0000113449                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,05:00:00,REGULAR,0000034849,0000113452                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,09:00:00,REGULAR,0000034917,0000114133                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,13:00:00,REGULAR,0000035033,0000114854                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,17:00:00,REGULAR,0000035336,0000115633                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,21:00:00,REGULAR,0000035584,0000116474                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,01:00:00,REGULAR,0000035678,0000116598                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,05:00:00,REGULAR,0000035689,0000116602                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,09:00:00,REGULAR,0000035760,0000117210                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,13:00:00,REGULAR,0000035882,0000117888                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,17:00:00,REGULAR,0000036195,0000118648                                  
A035,R170,00-00-01,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,21:00:00,REGULAR,0000036437,0000119411                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,01:00:00,REGULAR,0006982245,0015073814                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,05:00:00,REGULAR,0006982257,0015073829                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,09:00:00,REGULAR,0006982283,0015073936                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,13:00:00,REGULAR,0006982362,0015074235                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,17:00:00,REGULAR,0006982496,0015074552                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,21:00:00,REGULAR,0006982621,0015074770                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,01:00:00,REGULAR,0006982691,0015074893                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,05:00:00,REGULAR,0006982702,0015074908                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,09:00:00,REGULAR,0006982728,0015074959                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,13:00:00,REGULAR,0006982804,0015075173                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,17:00:00,REGULAR,0006982919,0015075425                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,21:00:00,REGULAR,0006983016,0015075652                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,01:00:00,REGULAR,0006983067,0015075732                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,05:00:00,REGULAR,0006983081,0015075745                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,09:00:00,REGULAR,0006983091,0015075817                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,13:00:00,REGULAR,0006983149,0015076004                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,17:00:00,REGULAR,0006983240,0015076295                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,21:00:00,REGULAR,0006983348,0015076518                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,01:00:00,REGULAR,0006983412,0015076597                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,05:00:00,REGULAR,0006983416,0015076605                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,09:00:00,REGULAR,0006983512,0015077738                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,13:00:00,REGULAR,0006983741,0015078682                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,17:00:00,REGULAR,0006984280,0015079402                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,21:00:00,REGULAR,0006984804,0015080197                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,01:00:00,REGULAR,0006984934,0015080305                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,05:00:00,REGULAR,0006984943,0015080312                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,09:00:00,REGULAR,0006985049,0015081382                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,13:00:00,REGULAR,0006985291,0015082407                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,17:00:00,REGULAR,0006985854,0015083101                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,21:00:00,REGULAR,0006986427,0015083881                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,01:00:00,REGULAR,0006986579,0015084038                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,05:00:00,REGULAR,0006986593,0015084050                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,09:00:00,REGULAR,0006986694,0015085134                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,13:00:00,REGULAR,0006986908,0015086165                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,17:00:00,REGULAR,0006987524,0015086901                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,21:00:00,REGULAR,0006988058,0015087740                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,01:00:00,REGULAR,0006988275,0015087905                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,05:00:00,REGULAR,0006988287,0015087918                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,09:00:00,REGULAR,0006988369,0015088967                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,13:00:00,REGULAR,0006988573,0015090024                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,17:00:00,REGULAR,0006989137,0015090791                                  
A035,R170,00-00-02,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,21:00:00,REGULAR,0006989594,0015091633                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,01:00:00,REGULAR,0002436133,0002014475                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,05:00:00,REGULAR,0002436157,0002014486                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,09:00:00,REGULAR,0002436212,0002014612                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,13:00:00,REGULAR,0002436374,0002014860                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,17:00:00,REGULAR,0002436646,0002015094                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,21:00:00,REGULAR,0002436863,0002015264                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,01:00:00,REGULAR,0002437000,0002015356                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,05:00:00,REGULAR,0002437017,0002015376                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,09:00:00,REGULAR,0002437043,0002015454                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,13:00:00,REGULAR,0002437187,0002015630                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,17:00:00,REGULAR,0002437349,0002015858                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,21:00:00,REGULAR,0002437537,0002016049                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,01:00:00,REGULAR,0002437628,0002016130                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,05:00:00,REGULAR,0002437650,0002016134                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,09:00:00,REGULAR,0002437682,0002016237                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,13:00:00,REGULAR,0002437788,0002016423                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,17:00:00,REGULAR,0002437972,0002016643                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,21:00:00,REGULAR,0002438151,0002016786                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,01:00:00,REGULAR,0002438248,0002016840                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,05:00:00,REGULAR,0002438251,0002016859                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,09:00:00,REGULAR,0002438598,0002017729                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,13:00:00,REGULAR,0002439041,0002018402                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,17:00:00,REGULAR,0002440015,0002018775                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,21:00:00,REGULAR,0002440994,0002019068                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,01:00:00,REGULAR,0002441236,0002019169                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,05:00:00,REGULAR,0002441248,0002019184                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,09:00:00,REGULAR,0002441625,0002020063                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,13:00:00,REGULAR,0002442101,0002020783                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,17:00:00,REGULAR,0002443052,0002021108                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,21:00:00,REGULAR,0002444054,0002021405                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,01:00:00,REGULAR,0002444312,0002021521                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,05:00:00,REGULAR,0002444326,0002021529                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,09:00:00,REGULAR,0002444646,0002022387                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,13:00:00,REGULAR,0002445123,0002023069                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,17:00:00,REGULAR,0002446077,0002023450                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,21:00:00,REGULAR,0002447059,0002023848                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,01:00:00,REGULAR,0002447376,0002023958                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,05:00:00,REGULAR,0002447389,0002023977                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,09:00:00,REGULAR,0002447702,0002024764                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,13:00:00,REGULAR,0002448203,0002025405                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,17:00:00,REGULAR,0002449145,0002025735                                  
A035,R170,00-00-03,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,21:00:00,REGULAR,0002449999,0002026147                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,01:00:00,REGULAR,0557034935,0101309300                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,05:00:00,REGULAR,0557034975,0101309319                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,09:00:00,REGULAR,0557035085,0101309400                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,13:00:00,REGULAR,0557035406,0101309511                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,17:00:00,REGULAR,0557035839,0101309605                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,21:00:00,REGULAR,0557036239,0101309676                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,01:00:00,REGULAR,0557036454,0101309711                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,05:00:00,REGULAR,0557036479,0101309721                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,09:00:00,REGULAR,0557036541,0101309790                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,13:00:00,REGULAR,0557036783,0101309896                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,17:00:00,REGULAR,0557037106,0101310019                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,21:00:00,REGULAR,0557037445,0101310114                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,01:00:00,REGULAR,0557037632,0101310159                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,05:00:00,REGULAR,0557037660,0101310168                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,09:00:00,REGULAR,0557037733,0101310253                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,13:00:00,REGULAR,0557037962,0101310324                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,17:00:00,REGULAR,0557038345,0101310420                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,21:00:00,REGULAR,0557038685,0101310508                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,01:00:00,REGULAR,0557038847,0101310537                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,05:00:00,REGULAR,0557038853,0101310553                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,09:00:00,REGULAR,0557039680,0101310792                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,13:00:00,REGULAR,0557040444,0101311055                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,17:00:00,REGULAR,0557041741,0101311163                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,21:00:00,REGULAR,0557043207,0101311223                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,01:00:00,REGULAR,0557043536,0101311271                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,05:00:00,REGULAR,0557043558,0101311288                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,09:00:00,REGULAR,0557044372,0101311543                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,13:00:00,REGULAR,0557045232,0101311817                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,17:00:00,REGULAR,0557046548,0101311912                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,21:00:00,REGULAR,0557048067,0101311991                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,01:00:00,REGULAR,0557048479,0101312037                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,05:00:00,REGULAR,0557048517,0101312053                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,09:00:00,REGULAR,0557049378,0101312340                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,13:00:00,REGULAR,0557050256,0101312596                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,17:00:00,REGULAR,0557051665,0101312676                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,21:00:00,REGULAR,0557053094,0101312773                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,01:00:00,REGULAR,0557053598,0101312822                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,05:00:00,REGULAR,0557053628,0101312838                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,09:00:00,REGULAR,0557054394,0101313116                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,13:00:00,REGULAR,0557055267,0101313335                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,17:00:00,REGULAR,0557056667,0101313430                                  
A035,R170,00-00-04,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,21:00:00,REGULAR,0557057955,0101313546                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,01:00:00,REGULAR,0000594739,0000003019                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,05:00:00,REGULAR,0000594891,0000003033                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,09:00:00,REGULAR,0000594968,0000003072                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,13:00:00,REGULAR,0000595280,0000003233                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,17:00:00,REGULAR,0000596145,0000003416                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,21:00:00,REGULAR,0000597116,0000003590                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,01:00:00,REGULAR,0000597819,0000003653                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,05:00:00,REGULAR,0000597951,0000003668                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,09:00:00,REGULAR,0000598004,0000003700                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,13:00:00,REGULAR,0000598241,0000003819                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,17:00:00,REGULAR,0000599009,0000004020                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,21:00:00,REGULAR,0000599956,0000004163                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,01:00:00,REGULAR,0000600383,0000004218                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,05:00:00,REGULAR,0000600444,0000004223                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,09:00:00,REGULAR,0000600502,0000004272                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,13:00:00,REGULAR,0000600753,0000004413                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,17:00:00,REGULAR,0000601459,0000004625                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/29/2017,21:00:00,REGULAR,0000602203,0000004745                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,01:00:00,REGULAR,0000602566,0000004789                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,05:00:00,REGULAR,0000602597,0000004797                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,09:00:00,REGULAR,0000602759,0000005436                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,13:00:00,REGULAR,0000603240,0000006264                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,17:00:00,REGULAR,0000604493,0000006842                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/30/2017,21:00:00,REGULAR,0000606347,0000007225                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,01:00:00,REGULAR,0000607102,0000007320                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,05:00:00,REGULAR,0000607141,0000007326                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,09:00:00,REGULAR,0000607280,0000008023                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,13:00:00,REGULAR,0000607798,0000009010                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,17:00:00,REGULAR,0000609059,0000009516                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,05/31/2017,21:00:00,REGULAR,0000611158,0000009917                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,01:00:00,REGULAR,0000612243,0000010042                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,05:00:00,REGULAR,0000612309,0000010053                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,09:00:00,REGULAR,0000612489,0000010806                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,13:00:00,REGULAR,0000613020,0000011723                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,17:00:00,REGULAR,0000614308,0000012238                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/01/2017,21:00:00,REGULAR,0000616329,0000012682                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,01:00:00,REGULAR,0000617213,0000012817                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,05:00:00,REGULAR,0000617300,0000012831                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,09:00:00,REGULAR,0000617448,0000013544                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,13:00:00,REGULAR,0000617933,0000014442                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,17:00:00,REGULAR,0000619390,0000014957                                  
A037,R170,05-00-00,14 ST-UNION SQ,LNQR456W,BMT,06/02/2017,21:00:00,REGULAR,0000621044,0000015353                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,01:00:00,REGULAR,0002233690,0001015888                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,05:00:00,REGULAR,0002233792,0001015904                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,09:00:00,REGULAR,0002233833,0001015998                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,13:00:00,REGULAR,0002234010,0001016221                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,17:00:00,REGULAR,0002234600,0001016464                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/27/2017,21:00:00,REGULAR,0002235461,0001016617                                  
A037,R170,05-00-01,14 ST-UNION SQ,LNQR456W,BMT,05/28/2017,01:00:00,REGULAR,0002236016,0001016680                                  
